dataset	sample_id	cancer	method	sender_compartment	receiver_compartment	ligand	receptor	pathway	ligand_mean_sender	receptor_mean_receiver	ligand_pct_sender	receptor_pct_receiver	adjacency_pairs	pilot_score	annotation_method	notes	null_model	null_permutations	null_mean_score	null_ge_observed_n	empirical_p_ge	observed_to_null_mean_ratio	null_mean_adjacency_pairs	null_mean_ligand_mean_sender	null_mean_receptor_mean_receiver
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	endothelial	endothelial	TGFB1	TGFBR2	TGFB	0.034482759	0.10344828	0.034482759	0.051724138	16	0.010106587	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.47753991	24	0.80645161	0.021163858	3.1333333	0.34195402	1.0925287
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	CXCL12	CXCR4	CXCL chemokine	0.20978417	0.32517986	0.15165468	0.23482014	13904	0.65079604	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	5.3725817	30	1	0.12113283	8151.7333	0.88658034	0.67241247
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	CXCL12	CXCR4	CXCL chemokine	0.20978417	0.63793103	0.15165468	0.31034483	295	0.76152848	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	3.7033481	30	1	0.20563243	550.9	0.88658034	0.66135057
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.20978417	1.1398964	0.15165468	0.42556131	1599	1.7642598	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	5.124001	30	1	0.34431293	6777.9667	0.88658034	0.65562464
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	tumor_like	endothelial	CXCL12	CXCR4	CXCL chemokine	0.20978417	0.13793103	0.15165468	0.13793103	136	0.14236333	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	2.6440281	30	1	0.053843349	134.33333	0.88658034	0.60804598
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	CXCL12	CXCR4	CXCL chemokine	0.16810345	0.32517986	0.125	0.23482014	295	0.31105698	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	3.666579	30	1	0.084835751	550.9	0.86293103	0.67241247
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	immune	immune	CXCL12	CXCR4	CXCL chemokine	0.16810345	0.63793103	0.125	0.31034483	412	0.64594492	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	2.1288384	30	1	0.303426	38.666667	0.86293103	0.66135057
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.16810345	1.1398964	0.125	0.42556131	219	1.0335297	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	3.4534203	30	1	0.29927713	448.23333	0.86293103	0.65562464
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	immune	endothelial	CXCL12	CXCR4	CXCL chemokine	0.16810345	0.13793103	0.125	0.13793103	28	0.078076419	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1.1876539	30	1	0.065740045	8.9666667	0.86293103	0.60804598
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	CXCL12	CXCR4	CXCL chemokine	2.0739206	0.32517986	0.45630397	0.23482014	1599	4.9755399	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	5.2518637	27	0.90322581	0.94738558	6777.9667	0.88550374	0.67241247
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	CXCL12	CXCR4	CXCL chemokine	2.0739206	0.63793103	0.45630397	0.31034483	219	7.1358679	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	3.572889	0	0.032258065	1.9972263	448.23333	0.88550374	0.66135057
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	2.0739206	1.1398964	0.45630397	0.42556131	12084	22.221451	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	5.0203874	0	0.032258065	4.4262423	5667.3333	0.88550374	0.65562464
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	endothelial	CXCL12	CXCR4	CXCL chemokine	2.0739206	0.13793103	0.45630397	0.13793103	46	1.1013656	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	2.5534484	30	1	0.43132479	114.33333	0.88550374	0.60804598
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	endothelial	tumor_like	CXCL12	CXCR4	CXCL chemokine	0.086206897	0.32517986	0.068965517	0.23482014	136	0.13792058	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	2.8054753	30	1	0.049161217	134.33333	0.84885057	0.67241247
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	endothelial	immune	CXCL12	CXCR4	CXCL chemokine	0.086206897	0.63793103	0.068965517	0.31034483	28	0.18518125	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1.25711	30	1	0.14730712	8.9666667	0.84885057	0.66135057
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	endothelial	stroma_fibroblast	CXCL12	CXCR4	CXCL chemokine	0.086206897	1.1398964	0.068965517	0.42556131	46	0.37834218	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	2.6254576	30	1	0.14410524	114.33333	0.84885057	0.65562464
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	endothelial	endothelial	CXCL12	CXCR4	CXCL chemokine	0.086206897	0.13793103	0.068965517	0.13793103	16	0.033688625	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.63501917	24	0.80645161	0.053051351	3.1333333	0.84885057	0.60804598
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	CXCL9	CXCR3	CXCL chemokine	0.098705036	0.064172662	0.081438849	0.061582734	13904	0.060427957	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.080129018	30	1	0.75413325	8151.7333	0.12928537	0.06882494
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	CXCL9	CXCR3	CXCL chemokine	0.098705036	0.038793103	0.081438849	0.034482759	295	0.021788811	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.057671278	30	1	0.37781044	550.9	0.12928537	0.070258621
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	CXCL9	CXCR3	CXCL chemokine	0.098705036	0.080483592	0.081438849	0.072884283	1599	0.058609919	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.077523989	30	1	0.75602301	6777.9667	0.12928537	0.067967761
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	tumor_like	endothelial	CXCL9	CXCR3	CXCL chemokine	0.098705036	0.051724138	0.081438849	0.051724138	136	0.025118632	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.037724475	20	0.67741935	0.66584443	134.33333	0.12928537	0.059770115
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	CXCL9	CXCR3	CXCL chemokine	0.11637931	0.064172662	0.094827586	0.061582734	295	0.042497711	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.056695683	27	0.90322581	0.74957578	550.9	0.13074713	0.06882494
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	immune	immune	CXCL9	CXCR3	CXCL chemokine	0.11637931	0.038793103	0.094827586	0.034482759	412	0.027194147	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.033392245	22	0.74193548	0.8143851	38.666667	0.13074713	0.070258621
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	CXCL9	CXCR3	CXCL chemokine	0.11637931	0.080483592	0.094827586	0.072884283	219	0.050520086	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.054339011	17	0.58064516	0.92972038	448.23333	0.13074713	0.067967761
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	immune	endothelial	CXCL9	CXCR3	CXCL chemokine	0.11637931	0.051724138	0.094827586	0.051724138	28	0.02026984	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.017279164	10	0.35483871	1.1730799	8.9666667	0.13074713	0.059770115
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	CXCL9	CXCR3	CXCL chemokine	0.17962003	0.064172662	0.11778929	0.061582734	1599	0.085041182	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.07802017	5	0.19354839	1.0899897	6777.9667	0.12855498	0.06882494
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	CXCL9	CXCR3	CXCL chemokine	0.17962003	0.038793103	0.11778929	0.034482759	219	0.037582897	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.054864005	27	0.90322581	0.6850192	448.23333	0.12855498	0.070258621
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	CXCL9	CXCR3	CXCL chemokine	0.17962003	0.080483592	0.11778929	0.072884283	12084	0.13588673	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.075549169	0	0.032258065	1.7986529	5667.3333	0.12855498	0.067967761
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	endothelial	CXCL9	CXCR3	CXCL chemokine	0.17962003	0.051724138	0.11778929	0.051724138	46	0.035770533	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.036731359	13	0.4516129	0.97384179	114.33333	0.12855498	0.059770115
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	endothelial	tumor_like	CXCL9	CXCR3	CXCL chemokine	0.051724138	0.064172662	0.051724138	0.061582734	136	0.016330773	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.040584548	27	0.90322581	0.40238893	134.33333	0.11954023	0.06882494
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	endothelial	immune	CXCL9	CXCR3	CXCL chemokine	0.051724138	0.038793103	0.051724138	0.034482759	28	0.0067566132	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.018839131	26	0.87096774	0.35864781	8.9666667	0.11954023	0.070258621
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	endothelial	stroma_fibroblast	CXCL9	CXCR3	CXCL chemokine	0.051724138	0.080483592	0.051724138	0.072884283	46	0.016027951	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.038493698	27	0.90322581	0.41637857	114.33333	0.11954023	0.067967761
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	endothelial	endothelial	CXCL9	CXCR3	CXCL chemokine	0.051724138	0.051724138	0.051724138	0.051724138	16	0.0075799406	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.0082347076	15	0.51612903	0.92048692	3.1333333	0.11954023	0.059770115
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	CCL2	CCR2	CCL chemokine	0.14848921	0.077985612	0.11453237	0.069928058	13904	0.11047345	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.22565955	30	1	0.48955806	8151.7333	0.25253717	0.099213429
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	CCL2	CCR2	CCL chemokine	0.14848921	0.068965517	0.11453237	0.064655172	295	0.058272895	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.15317541	30	1	0.38043244	550.9	0.25253717	0.096264368
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	CCL2	CCR2	CCL chemokine	0.14848921	0.12573402	0.11453237	0.10846287	1599	0.13774383	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.21619415	30	1	0.63713022	6777.9667	0.25253717	0.097040875
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	tumor_like	endothelial	CCL2	CCR2	CCL chemokine	0.14848921	0.086206897	0.11453237	0.068965517	136	0.062979662	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.12392535	27	0.90322581	0.50820645	134.33333	0.25253717	0.1
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	CCL2	CCR2	CCL chemokine	0.37068966	0.077985612	0.20689655	0.069928058	295	0.16449953	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.15418746	9	0.32258065	1.0668801	550.9	0.24597701	0.099213429
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	immune	immune	CCL2	CCR2	CCL chemokine	0.37068966	0.068965517	0.20689655	0.064655172	412	0.15398826	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.086966806	2	0.096774194	1.7706556	38.666667	0.24597701	0.096264368
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	CCL2	CCR2	CCL chemokine	0.37068966	0.12573402	0.20689655	0.10846287	219	0.25138782	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.14586975	0	0.032258065	1.7233718	448.23333	0.24597701	0.097040875
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	immune	endothelial	CCL2	CCR2	CCL chemokine	0.37068966	0.086206897	0.20689655	0.068965517	28	0.10760532	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.054536267	0	0.032258065	1.9730965	8.9666667	0.24597701	0.1
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	CCL2	CCR2	CCL chemokine	0.4283247	0.077985612	0.22487047	0.069928058	1599	0.24644049	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.21639077	0	0.032258065	1.1388679	6777.9667	0.24720783	0.099213429
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	CCL2	CCR2	CCL chemokine	0.4283247	0.068965517	0.22487047	0.064655172	219	0.15932579	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.14557618	9	0.32258065	1.0944496	448.23333	0.24720783	0.096264368
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	CCL2	CCR2	CCL chemokine	0.4283247	0.12573402	0.22487047	0.10846287	12084	0.50622182	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.20725606	0	0.032258065	2.4424946	5667.3333	0.24720783	0.097040875
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	endothelial	CCL2	CCR2	CCL chemokine	0.4283247	0.086206897	0.22487047	0.068965517	46	0.14216494	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.11712066	8	0.29032258	1.2138331	114.33333	0.24720783	0.1
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	endothelial	tumor_like	CCL2	CCR2	CCL chemokine	0.068965517	0.077985612	0.068965517	0.069928058	136	0.026461222	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.11486343	30	1	0.23037117	134.33333	0.23678161	0.099213429
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	endothelial	immune	CCL2	CCR2	CCL chemokine	0.068965517	0.068965517	0.068965517	0.064655172	28	0.016015676	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.051380399	30	1	0.3117079	8.9666667	0.23678161	0.096264368
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	endothelial	stroma_fibroblast	CCL2	CCR2	CCL chemokine	0.068965517	0.12573402	0.068965517	0.10846287	46	0.033385831	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.10920617	30	1	0.30571378	114.33333	0.23678161	0.097040875
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	endothelial	endothelial	CCL2	CCR2	CCL chemokine	0.068965517	0.086206897	0.068965517	0.068965517	16	0.016844312	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	0.028728041	21	0.70967742	0.58633694	3.1333333	0.23678161	0.1
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	tumor_like	tumor_like	VEGFA	KDR	VEGF	3.6023022	0.37870504	0.55597122	0.25640288	13904	13.014568	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	6.3216839	0	0.032258065	2.0587186	8151.7333	1.8162782	0.38621583
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	tumor_like	immune	VEGFA	KDR	VEGF	3.6023022	0.13362069	0.55597122	0.12068966	295	2.7390096	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	4.5076224	30	1	0.60763954	550.9	1.8162782	0.39382184
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	tumor_like	stroma_fibroblast	VEGFA	KDR	VEGF	3.6023022	0.49119171	0.55597122	0.24455959	1599	13.054361	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	6.1020497	0	0.032258065	2.1393403	6777.9667	1.8162782	0.38090961
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	tumor_like	endothelial	VEGFA	KDR	VEGF	3.6023022	0.32758621	0.55597122	0.25862069	136	5.8058948	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	3.4970756	1	0.064516129	1.6602143	134.33333	1.8162782	0.39252874
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	immune	tumor_like	VEGFA	KDR	VEGF	0.40948276	0.37870504	0.27155172	0.25640288	295	0.88242215	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	4.5101234	30	1	0.19565366	550.9	1.8524425	0.38621583
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	immune	immune	VEGFA	KDR	VEGF	0.40948276	0.13362069	0.27155172	0.12068966	412	0.32957516	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	2.7007374	30	1	0.12203155	38.666667	1.8524425	0.39382184
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	immune	stroma_fibroblast	VEGFA	KDR	VEGF	0.40948276	0.49119171	0.27155172	0.24455959	219	1.0848448	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	4.3174037	30	1	0.2512725	448.23333	1.8524425	0.38090961
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	immune	endothelial	VEGFA	KDR	VEGF	0.40948276	0.32758621	0.27155172	0.25862069	28	0.45169211	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	1.6907447	30	1	0.26715571	8.9666667	1.8524425	0.39252874
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	tumor_like	VEGFA	KDR	VEGF	0.42797927	0.37870504	0.2597582	0.25640288	1599	1.1957717	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	6.0510012	30	1	0.19761551	6777.9667	1.7770063	0.38621583
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	immune	VEGFA	KDR	VEGF	0.42797927	0.13362069	0.2597582	0.12068966	219	0.30844476	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	4.2756247	30	1	0.072140279	448.23333	1.7770063	0.39382184
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	stroma_fibroblast	VEGFA	KDR	VEGF	0.42797927	0.49119171	0.2597582	0.24455959	12084	1.976008	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	5.8513896	30	1	0.33769893	5667.3333	1.7770063	0.38090961
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	stroma_fibroblast	endothelial	VEGFA	KDR	VEGF	0.42797927	0.32758621	0.2597582	0.25862069	46	0.53979111	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	3.3076293	30	1	0.16319577	114.33333	1.7770063	0.39252874
GSE292299	GSM8855703_NSCLC_P1	NSCLC	stdlib_marker_lr_pilot	endothelial	tumor_like	VEGFA	KDR	VEGF	0.24137931	0.37870504	0.22413793	0.25640288	136	0.44974313	marker_compartment	Pilot stdlib candidate; not CellChat/COMMOT/CytoSignal.	spot_compartment_label_permutation	30	2.8509329	30	1	0.15775297	134.33333	1.5057471	0.38621583
